code,term,snomed_id,obj_type,vpid,bnf_code,bnf_name,form_route
30117711000001100,Sulfasalazine 500mg gastro-resistant tablets (DE Pharmaceuticals),30117711000001100,amp,330040008,0105010E0AAABAB,Sulfasalazine 500mg gastro-resistant tablets,tabletgastro-resistant.oral
30916611000001109,Sulfasalazine 500mg gastro-resistant tablets (Mawdsley-Brooks & Company Ltd),30916611000001109,amp,330040008,0105010E0AAABAB,Sulfasalazine 500mg gastro-resistant tablets,tabletgastro-resistant.oral
37150811000001109,Sulfasalazine 500mg gastro-resistant tablets (Genesis Pharmaceuticals Ltd),37150811000001109,amp,330040008,0105010E0AAABAB,Sulfasalazine 500mg gastro-resistant tablets,tabletgastro-resistant.oral
20143911000001101,Sulfasalazine 250mg/5ml oral suspension (Special Order),20143911000001101,amp,317430009,0105010E0AAAEAE,Sulfasalazine 250mg/5ml oral suspension,suspension.oral
13389711000001100,Sulfasalazine 500mg/5ml oral suspension (Special Order),13389711000001100,amp,13395911000001101,0105010E0AAAJAJ,Sulfasalazine 500mg/5ml oral suspension,suspension.oral
13389111000001101,Sulfasalazine 125mg/5ml oral suspension (Special Order),13389111000001101,amp,13395711000001103,0105010E0AAAKAK,Sulfasalazine 125mg/5ml oral suspension,suspension.oral
13389411000001106,Sulfasalazine 200mg/5ml oral suspension (Special Order),13389411000001106,amp,13395811000001106,0105010E0AAALAL,Sulfasalazine 200mg/5ml oral suspension,suspension.oral
13388811000001101,Sulfasalazine 100mg/5ml oral suspension (Special Order),13388811000001101,amp,13395611000001107,0105010E0AAANAN,Sulfasalazine 100mg/5ml oral suspension,suspension.oral
16223911000001109,Sulfasalazine 250mg/5ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd),16223911000001109,amp,16247411000001106,0105010E0AAAPAP,Sulfasalazine 250mg/5ml oral suspension sugar free,suspension.oral
16641711000001106,Sulfasalazine 250mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),16641711000001106,amp,16247411000001106,0105010E0AAAPAP,Sulfasalazine 250mg/5ml oral suspension sugar free,suspension.oral
16733811000001106,Sulfasalazine 250mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),16733811000001106,amp,16247411000001106,0105010E0AAAPAP,Sulfasalazine 250mg/5ml oral suspension sugar free,suspension.oral
21903111000001103,Sulfasalazine 250mg/5ml oral suspension sugar free (Waymade Healthcare Plc),21903111000001103,amp,16247411000001106,0105010E0AAAPAP,Sulfasalazine 250mg/5ml oral suspension sugar free,suspension.oral
37816511000001105,Sulfasalazine 250mg/5ml oral suspension sugar free (DE Pharmaceuticals),37816511000001105,amp,16247411000001106,0105010E0AAAPAP,Sulfasalazine 250mg/5ml oral suspension sugar free,suspension.oral
189511000001109,Salazopyrin 500mg tablets (Pfizer Ltd),189511000001109,amp,317431008,0105010E0BBAAAA,Salazopyrin 500mg tablets,tablet.oral
198211000001102,Salazopyrin EN-Tabs 500mg (Pfizer Ltd),198211000001102,amp,330040008,0105010E0BBABAB,Salazopyrin EN-Tabs 500mg,tabletgastro-resistant.oral
51611000001107,Salazopyrin 500mg suppositories (Pfizer Ltd),51611000001107,amp,317432001,0105010E0BBACAC,Salazopyrin 500mg suppositories,suppository.rectal
426911000001101,Salazopyrin 3g/100ml enema (Pfizer Ltd),426911000001101,amp,317433006,0105010E0BBADAD,Salazopyrin 3g/100ml enema,suspensionenema.rectal
40211000001102,Salazopyrin 250mg/5ml oral suspension (Pfizer Ltd),40211000001102,amp,317430009,0105010E0BBAEAE,Salazopyrin 250mg/5ml oral suspension,suspension.oral
499211000001108,Sulazine EC 500mg tablets (Genesis Pharmaceuticals Ltd),499211000001108,amp,330040008,0105010E0BCABAB,Sulazine EC 500mg tablets (Genesis Pharm),tabletgastro-resistant.oral
23447211000001104,Sulazine EC 500mg tablets (Teva UK Ltd),23447211000001104,amp,330040008,0105010E0BCACAB,Sulazine EC 500mg tablets (Teva),tabletgastro-resistant.oral
22519811000001102,Mercaptopurine 50mg tablets (Aspen Pharma Trading Ltd),22519811000001102,amp,326873001,0801030L0AAAAAA,Mercaptopurine 50mg tablets,tablet.oral
22673711000001106,Mercaptopurine 50mg tablets (Alliance Healthcare (Distribution) Ltd),22673711000001106,amp,326873001,0801030L0AAAAAA,Mercaptopurine 50mg tablets,tablet.oral
34468011000001101,Mercaptopurine 50mg tablets (A A H Pharmaceuticals Ltd),34468011000001101,amp,326873001,0801030L0AAAAAA,Mercaptopurine 50mg tablets,tablet.oral
18413011000001107,Mercaptopurine 10mg tablets (Special Order),18413011000001107,amp,18430611000001102,0801030L0AAABAB,Mercaptopurine 10mg tablets,tablet.oral
36476511000001106,Mercaptopurine 10mg tablets (Imported (Germany)),36476511000001106,amp,18430611000001102,0801030L0AAABAB,Mercaptopurine 10mg tablets,tablet.oral
12695511000001106,Mercaptopurine 5mg/5ml oral suspension (Special Order),12695511000001106,amp,12701611000001102,0801030L0AAACAC,Mercaptopurine 5mg/5ml oral suspension,suspension.oral
12695311000001100,Mercaptopurine 50mg/5ml oral suspension (Special Order),12695311000001100,amp,12701511000001101,0801030L0AAAFAF,Mercaptopurine 50mg/5ml oral suspension,suspension.oral
8759711000001105,Mercaptopurine 10mg capsules (Special Order),8759711000001105,amp,8796611000001103,0801030L0AAAGAG,Mercaptopurine 10mg capsules,capsule.oral
8613411000001101,Mercaptopurine 25mg/5ml oral suspension (Special Order),8613411000001101,amp,8663711000001106,0801030L0AAAHAH,Mercaptopurine 25mg/5ml oral suspension,suspension.oral
12696211000001102,Mercaptopurine 75mg/5ml oral suspension (Special Order),12696211000001102,amp,12701711000001106,0801030L0AAAIAI,Mercaptopurine 75mg/5ml oral suspension,suspension.oral
20538611000001107,Mercaptopurine 25mg tablets (Special Order),20538611000001107,amp,20556311000001100,0801030L0AAAJAJ,Mercaptopurine 25mg tablets,tablet.oral
20886411000001102,Mercaptopurine 45mg/5ml oral suspension (Special Order),20886411000001102,amp,20921111000001100,0801030L0AAAKAK,Mercaptopurine 45mg/5ml oral suspension,suspension.oral
22101211000001108,Mercaptopurine 25mg capsules (Special Order),22101211000001108,amp,22154611000001102,0801030L0AAALAL,Mercaptopurine 25mg capsules,capsule.oral
28279111000001101,Mercaptopurine 30mg capsules (Special Order),28279111000001101,amp,28366311000001107,0801030L0AAAMAM,Mercaptopurine 30mg capsules,capsule.oral
28397011000001105,Mercaptopurine 75mg tablets (Special Order),28397011000001105,amp,28415311000001105,0801030L0AAANAN,Mercaptopurine 75mg tablets,tablet.oral
31508511000001107,Mercaptopurine 75mg capsules (Special Order),31508511000001107,amp,31535311000001101,0801030L0AAAPAP,Mercaptopurine 75mg capsules,capsule.oral
8612811000001107,Mercaptopurine 100mg/5ml oral suspension (Special Order),8612811000001107,amp,8663611000001102,0801030L0AAAQAQ,Mercaptopurine 20mg/ml oral suspension,suspension.oral
36582811000001109,Mercaptopurine 20mg capsules (Special Order),36582811000001109,amp,36595711000001109,0801030L0AAARAR,Mercaptopurine 20mg capsules,capsule.oral
36959911000001107,Mercaptopurine 12.5mg capsules (Special Order),36959911000001107,amp,36979111000001107,0801030L0AAASAS,Mercaptopurine 12.5mg capsules,capsule.oral
3832911000001101,Puri-Nethol 50mg tablets (Aspen Pharma Trading Ltd),3832911000001101,amp,326873001,0801030L0BBAAAA,Puri-Nethol 50mg tablets,tablet.oral
21969411000001109,Xaluprine 20mg/ml oral suspension (Nova Laboratories Ltd),21969411000001109,amp,8663611000001102,0801030L0BCABAQ,Xaluprine 20mg/ml oral suspension,suspension.oral
37572111000001106,Hanixol 50mg tablets (Fontus Health Ltd),37572111000001106,amp,326873001,0801030L0BDAAAA,Hanixol 50mg tablets,tablet.oral
3612511000001105,Methotrexate 5mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),3612511000001105,amp,36033611000001107,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intramuscular
3612511000001105,Methotrexate 5mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),3612511000001105,amp,36033611000001107,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intravenous
3612511000001105,Methotrexate 5mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),3612511000001105,amp,36033611000001107,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intraarterial
3612511000001105,Methotrexate 5mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),3612511000001105,amp,36033611000001107,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intrathecal
3614611000001101,Methotrexate 5mg/2ml solution for injection vials (Pfizer Ltd),3614611000001101,amp,36033611000001107,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intramuscular
3614611000001101,Methotrexate 5mg/2ml solution for injection vials (Pfizer Ltd),3614611000001101,amp,36033611000001107,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intravenous
3614611000001101,Methotrexate 5mg/2ml solution for injection vials (Pfizer Ltd),3614611000001101,amp,36033611000001107,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intraarterial
3614611000001101,Methotrexate 5mg/2ml solution for injection vials (Pfizer Ltd),3614611000001101,amp,36033611000001107,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intrathecal
3614911000001107,Methotrexate 5mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),3614911000001107,amp,36033611000001107,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intramuscular
3614911000001107,Methotrexate 5mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),3614911000001107,amp,36033611000001107,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intravenous
3614911000001107,Methotrexate 5mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),3614911000001107,amp,36033611000001107,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intraarterial
3614911000001107,Methotrexate 5mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),3614911000001107,amp,36033611000001107,0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials,solutioninjection.intrathecal
3622611000001102,Methotrexate 500mg/20ml solution for injection vials (A A H Pharmaceuticals Ltd),3622611000001102,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intramuscular
3622611000001102,Methotrexate 500mg/20ml solution for injection vials (A A H Pharmaceuticals Ltd),3622611000001102,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intravenous
3622611000001102,Methotrexate 500mg/20ml solution for injection vials (A A H Pharmaceuticals Ltd),3622611000001102,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intraarterial
3622611000001102,Methotrexate 500mg/20ml solution for injection vials (A A H Pharmaceuticals Ltd),3622611000001102,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninfusion.intravenous
3622911000001108,Methotrexate 500mg/20ml solution for injection vials (Pfizer Ltd),3622911000001108,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intramuscular
3622911000001108,Methotrexate 500mg/20ml solution for injection vials (Pfizer Ltd),3622911000001108,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intravenous
3622911000001108,Methotrexate 500mg/20ml solution for injection vials (Pfizer Ltd),3622911000001108,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intraarterial
3622911000001108,Methotrexate 500mg/20ml solution for injection vials (Pfizer Ltd),3622911000001108,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninfusion.intravenous
3623211000001105,Methotrexate 500mg/20ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),3623211000001105,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intramuscular
3623211000001105,Methotrexate 500mg/20ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),3623211000001105,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intravenous
3623211000001105,Methotrexate 500mg/20ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),3623211000001105,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intraarterial
3623211000001105,Methotrexate 500mg/20ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),3623211000001105,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninfusion.intravenous
3623611000001107,Methotrexate 500mg/20ml solution for injection vials (Advanz Pharma),3623611000001107,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intramuscular
3623611000001107,Methotrexate 500mg/20ml solution for injection vials (Advanz Pharma),3623611000001107,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intravenous
3623611000001107,Methotrexate 500mg/20ml solution for injection vials (Advanz Pharma),3623611000001107,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intraarterial
3623611000001107,Methotrexate 500mg/20ml solution for injection vials (Advanz Pharma),3623611000001107,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninfusion.intravenous
10988211000001107,Methotrexate 500mg/20ml solution for injection vials (Teva UK Ltd),10988211000001107,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intramuscular
10988211000001107,Methotrexate 500mg/20ml solution for injection vials (Teva UK Ltd),10988211000001107,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intravenous
10988211000001107,Methotrexate 500mg/20ml solution for injection vials (Teva UK Ltd),10988211000001107,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intraarterial
10988211000001107,Methotrexate 500mg/20ml solution for injection vials (Teva UK Ltd),10988211000001107,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninfusion.intravenous
14966811000001106,Methotrexate 500mg/20ml solution for injection vials (hameln pharma Ltd),14966811000001106,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intramuscular
14966811000001106,Methotrexate 500mg/20ml solution for injection vials (hameln pharma Ltd),14966811000001106,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intravenous
14966811000001106,Methotrexate 500mg/20ml solution for injection vials (hameln pharma Ltd),14966811000001106,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intraarterial
14966811000001106,Methotrexate 500mg/20ml solution for injection vials (hameln pharma Ltd),14966811000001106,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninfusion.intravenous
27952411000001107,Methotrexate 500mg/20ml solution for injection vials (Accord Healthcare Ltd),27952411000001107,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intramuscular
27952411000001107,Methotrexate 500mg/20ml solution for injection vials (Accord Healthcare Ltd),27952411000001107,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intravenous
27952411000001107,Methotrexate 500mg/20ml solution for injection vials (Accord Healthcare Ltd),27952411000001107,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninjection.intraarterial
27952411000001107,Methotrexate 500mg/20ml solution for injection vials (Accord Healthcare Ltd),27952411000001107,amp,36033211000001105,0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials,solutioninfusion.intravenous
3610011000001101,Methotrexate 50mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),3610011000001101,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intraventricular cardiac
3610011000001101,Methotrexate 50mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),3610011000001101,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intramuscular
3610011000001101,Methotrexate 50mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),3610011000001101,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intravenous
3610011000001101,Methotrexate 50mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),3610011000001101,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intraarterial
3610011000001101,Methotrexate 50mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),3610011000001101,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninfusion.intravenous
3610011000001101,Methotrexate 50mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),3610011000001101,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intrathecal
3612811000001108,Methotrexate 50mg/2ml solution for injection vials (Pfizer Ltd),3612811000001108,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intraventricular cardiac
3612811000001108,Methotrexate 50mg/2ml solution for injection vials (Pfizer Ltd),3612811000001108,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intramuscular
3612811000001108,Methotrexate 50mg/2ml solution for injection vials (Pfizer Ltd),3612811000001108,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intravenous
3612811000001108,Methotrexate 50mg/2ml solution for injection vials (Pfizer Ltd),3612811000001108,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intraarterial
3612811000001108,Methotrexate 50mg/2ml solution for injection vials (Pfizer Ltd),3612811000001108,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninfusion.intravenous
3612811000001108,Methotrexate 50mg/2ml solution for injection vials (Pfizer Ltd),3612811000001108,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intrathecal
3613311000001109,Methotrexate 50mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),3613311000001109,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intraventricular cardiac
3613311000001109,Methotrexate 50mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),3613311000001109,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intramuscular
3613311000001109,Methotrexate 50mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),3613311000001109,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intravenous
3613311000001109,Methotrexate 50mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),3613311000001109,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intraarterial
3613311000001109,Methotrexate 50mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),3613311000001109,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninfusion.intravenous
3613311000001109,Methotrexate 50mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),3613311000001109,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intrathecal
3615611000001100,Methotrexate 50mg/2ml solution for injection vials (Advanz Pharma),3615611000001100,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intraventricular cardiac
3615611000001100,Methotrexate 50mg/2ml solution for injection vials (Advanz Pharma),3615611000001100,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intramuscular
3615611000001100,Methotrexate 50mg/2ml solution for injection vials (Advanz Pharma),3615611000001100,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intravenous
3615611000001100,Methotrexate 50mg/2ml solution for injection vials (Advanz Pharma),3615611000001100,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intraarterial
3615611000001100,Methotrexate 50mg/2ml solution for injection vials (Advanz Pharma),3615611000001100,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninfusion.intravenous
3615611000001100,Methotrexate 50mg/2ml solution for injection vials (Advanz Pharma),3615611000001100,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intrathecal
10988011000001102,Methotrexate 50mg/2ml solution for injection vials (Teva UK Ltd),10988011000001102,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intraventricular cardiac
10988011000001102,Methotrexate 50mg/2ml solution for injection vials (Teva UK Ltd),10988011000001102,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intramuscular
10988011000001102,Methotrexate 50mg/2ml solution for injection vials (Teva UK Ltd),10988011000001102,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intravenous
10988011000001102,Methotrexate 50mg/2ml solution for injection vials (Teva UK Ltd),10988011000001102,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intraarterial
10988011000001102,Methotrexate 50mg/2ml solution for injection vials (Teva UK Ltd),10988011000001102,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninfusion.intravenous
10988011000001102,Methotrexate 50mg/2ml solution for injection vials (Teva UK Ltd),10988011000001102,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intrathecal
15138411000001109,Methotrexate 50mg/2ml solution for injection vials (hameln pharma Ltd),15138411000001109,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intraventricular cardiac
15138411000001109,Methotrexate 50mg/2ml solution for injection vials (hameln pharma Ltd),15138411000001109,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intramuscular
15138411000001109,Methotrexate 50mg/2ml solution for injection vials (hameln pharma Ltd),15138411000001109,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intravenous
15138411000001109,Methotrexate 50mg/2ml solution for injection vials (hameln pharma Ltd),15138411000001109,amp,36033311000001102,0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials,solutioninjection.intraarterial
